,Season,Week,Team,TeamPoints,OpponentPoints,YardsFor,YardsAgainst,Opponent,MatchString
363,2018,13,BUF,17.0,21.0,415.0,175.0,MIA,201813BUFMIA
364,2018,13,DET,16.0,30.0,310.0,344.0,LAR,201813DETLAR
365,2018,13,LAR,30.0,16.0,344.0,310.0,DET,201813LARDET
366,2018,13,CIN,10.0,24.0,313.0,361.0,DEN,201813CINDEN
367,2018,13,DEN,24.0,10.0,361.0,313.0,CIN,201813DENCIN
368,2018,13,HOU,29.0,13.0,384.0,428.0,CLE,201813HOUCLE
369,2018,13,CLE,13.0,29.0,428.0,384.0,HOU,201813CLEHOU
370,2018,13,JAX,6.0,0.0,211.0,265.0,IND,201813JAXIND
371,2018,13,IND,0.0,6.0,265.0,211.0,JAX,201813INDJAX
372,2018,13,LV,33.0,40.0,442.0,469.0,KC,201813LVKC
373,2018,13,KC,40.0,33.0,469.0,442.0,LV,201813KCLV
374,2018,13,TEN,26.0,22.0,403.0,280.0,NYJ,201813TENNYJ
375,2018,13,NYJ,22.0,26.0,280.0,403.0,TEN,201813NYJTEN
376,2018,13,NE,24.0,10.0,471.0,278.0,MIN,201813NEMIN
377,2018,13,MIN,10.0,24.0,278.0,471.0,NE,201813MINNE
378,2018,13,SEA,43.0,16.0,331.0,452.0,SF,201813SEASF
379,2018,13,SF,16.0,43.0,452.0,331.0,SEA,201813SFSEA
380,2018,13,PIT,30.0,33.0,336.0,371.0,LAC,201813PITLAC
381,2018,13,LAC,33.0,30.0,371.0,336.0,PIT,201813LACPIT
382,2018,13,PHI,28.0,13.0,436.0,235.0,WAS,201813PHIWAS
383,2018,13,WAS,13.0,28.0,235.0,436.0,PHI,201813WASPHI
384,2018,14,TEN,30.0,9.0,426.0,255.0,JAX,201814TENJAX
385,2018,14,JAX,9.0,30.0,255.0,426.0,TEN,201814JAXTEN
386,2018,14,TB,14.0,28.0,279.0,298.0,NO,201814TBNO
387,2018,14,NO,28.0,14.0,298.0,279.0,TB,201814NOTB
388,2018,14,GB,34.0,20.0,300.0,344.0,ATL,201814GBATL
389,2018,14,ATL,20.0,34.0,344.0,300.0,GB,201814ATLGB
390,2018,14,BUF,23.0,27.0,368.0,248.0,NYJ,201814BUFNYJ
391,2018,14,NYJ,27.0,23.0,248.0,368.0,BUF,201814NYJBUF
392,2018,14,HOU,21.0,24.0,315.0,436.0,IND,201814HOUIND
393,2018,14,IND,24.0,21.0,436.0,315.0,HOU,201814INDHOU
394,2018,14,WAS,16.0,40.0,288.0,402.0,NYG,201814WASNYG
395,2018,14,NYG,40.0,16.0,402.0,288.0,WAS,201814NYGWAS
396,2018,14,CLE,26.0,20.0,348.0,393.0,CAR,201814CLECAR
397,2018,14,CAR,20.0,26.0,393.0,348.0,CLE,201814CARCLE
398,2018,14,KC,27.0,24.0,442.0,321.0,BAL,201814KCBAL
399,2018,14,BAL,24.0,27.0,321.0,442.0,KC,201814BALKC
400,2018,14,MIA,34.0,33.0,412.0,421.0,NE,201814MIANE
401,2018,14,NE,33.0,34.0,421.0,412.0,MIA,201814NEMIA
402,2018,14,LAC,26.0,21.0,288.0,295.0,CIN,201814LACCIN
403,2018,14,CIN,21.0,26.0,295.0,288.0,LAC,201814CINLAC
404,2018,14,SF,20.0,14.0,389.0,274.0,DEN,201814SFDEN
405,2018,14,DEN,14.0,20.0,274.0,389.0,SF,201814DENSF
406,2018,14,DAL,29.0,23.0,576.0,256.0,PHI,201814DALPHI
407,2018,14,PHI,23.0,29.0,256.0,576.0,DAL,201814PHIDAL
408,2018,14,LV,24.0,21.0,354.0,340.0,PIT,201814LVPIT
409,2018,14,PIT,21.0,24.0,340.0,354.0,LV,201814PITLV
410,2018,14,ARI,3.0,17.0,279.0,218.0,DET,201814ARIDET
411,2018,14,DET,17.0,3.0,218.0,279.0,ARI,201814DETARI
412,2018,14,CHI,15.0,6.0,294.0,214.0,LAR,201814CHILAR
413,2018,14,LAR,6.0,15.0,214.0,294.0,CHI,201814LARCHI
414,2018,14,SEA,21.0,7.0,274.0,276.0,MIN,201814SEAMIN
415,2018,14,MIN,7.0,21.0,276.0,274.0,SEA,201814MINSEA
416,2018,15,KC,28.0,29.0,294.0,407.0,LAC,201815KCLAC
417,2018,15,LAC,29.0,28.0,407.0,294.0,KC,201815LACKC
418,2018,15,NYJ,22.0,29.0,318.0,286.0,HOU,201815NYJHOU
419,2018,15,HOU,29.0,22.0,286.0,318.0,NYJ,201815HOUNYJ
420,2018,15,DEN,16.0,17.0,270.0,309.0,CLE,201815DENCLE
421,2018,15,CLE,17.0,16.0,309.0,270.0,DEN,201815CLEDEN
422,2018,15,NYG,0.0,17.0,260.0,301.0,TEN,201815NYGTEN
423,2018,15,TEN,17.0,0.0,301.0,260.0,NYG,201815TENNYG
424,2018,15,BAL,20.0,12.0,370.0,241.0,TB,201815BALTB
425,2018,15,TB,12.0,20.0,241.0,370.0,BAL,201815TBBAL
426,2018,15,CHI,24.0,17.0,332.0,323.0,GB,201815CHIGB
427,2018,15,GB,17.0,24.0,323.0,332.0,CHI,201815GBCHI
428,2018,15,MIN,41.0,17.0,418.0,193.0,MIA,201815MINMIA
429,2018,15,MIA,17.0,41.0,193.0,418.0,MIN,201815MIAMIN
430,2018,15,ATL,40.0,14.0,435.0,253.0,ARI,201815ATLARI
431,2018,15,ARI,14.0,40.0,253.0,435.0,ATL,201815ARIATL
432,2018,15,BUF,14.0,13.0,312.0,313.0,DET,201815BUFDET
433,2018,15,DET,13.0,14.0,313.0,312.0,BUF,201815DETBUF
434,2018,15,CIN,30.0,16.0,294.0,297.0,LV,201815CINLV
435,2018,15,LV,16.0,30.0,297.0,294.0,CIN,201815LVCIN
436,2018,15,JAX,13.0,16.0,192.0,245.0,WAS,201815JAXWAS
437,2018,15,WAS,16.0,13.0,245.0,192.0,JAX,201815WASJAX
438,2018,15,IND,23.0,0.0,370.0,292.0,DAL,201815INDDAL
439,2018,15,DAL,0.0,23.0,292.0,370.0,IND,201815DALIND
440,2018,15,SF,26.0,23.0,351.0,385.0,SEA,201815SFSEA
441,2018,15,SEA,23.0,26.0,385.0,351.0,SF,201815SEASF
442,2018,15,PIT,17.0,10.0,376.0,368.0,NE,201815PITNE
443,2018,15,NE,10.0,17.0,368.0,376.0,PIT,201815NEPIT
444,2018,15,LAR,23.0,30.0,407.0,381.0,PHI,201815LARPHI
445,2018,15,PHI,30.0,23.0,381.0,407.0,LAR,201815PHILAR
446,2018,15,CAR,9.0,12.0,247.0,346.0,NO,201815CARNO
447,2018,15,NO,12.0,9.0,346.0,247.0,CAR,201815NOCAR
448,2018,16,TEN,25.0,16.0,291.0,292.0,WAS,201816TENWAS
449,2018,16,WAS,16.0,25.0,292.0,291.0,TEN,201816WASTEN
450,2018,16,LAC,10.0,22.0,198.0,361.0,BAL,201816LACBAL
451,2018,16,BAL,22.0,10.0,361.0,198.0,LAC,201816BALLAC
452,2018,16,CAR,10.0,24.0,436.0,427.0,ATL,201816CARATL
453,2018,16,ATL,24.0,10.0,427.0,436.0,CAR,201816ATLCAR
454,2018,16,NE,24.0,12.0,390.0,289.0,BUF,201816NEBUF
455,2018,16,BUF,12.0,24.0,289.0,390.0,NE,201816BUFNE
456,2018,16,DET,9.0,27.0,223.0,340.0,MIN,201816DETMIN
457,2018,16,MIN,27.0,9.0,340.0,223.0,DET,201816MINDET
458,2018,16,NYJ,38.0,44.0,370.0,540.0,GB,201816NYJGB
459,2018,16,GB,44.0,38.0,540.0,370.0,NYJ,201816GBNYJ
460,2018,16,CLE,26.0,18.0,493.0,209.0,CIN,201816CLECIN
461,2018,16,CIN,18.0,26.0,209.0,493.0,CLE,201816CINCLE
462,2018,16,MIA,7.0,17.0,183.0,244.0,JAX,201816MIAJAX
463,2018,16,JAX,17.0,7.0,244.0,183.0,MIA,201816JAXMIA
464,2018,16,IND,28.0,27.0,402.0,392.0,NYG,201816INDNYG
465,2018,16,NYG,27.0,28.0,392.0,402.0,IND,201816NYGIND
466,2018,16,DAL,27.0,20.0,232.0,383.0,TB,201816DALTB
467,2018,16,TB,20.0,27.0,383.0,232.0,DAL,201816TBDAL
468,2018,16,PHI,32.0,30.0,519.0,371.0,HOU,201816PHIHOU
469,2018,16,HOU,30.0,32.0,371.0,519.0,PHI,201816HOUPHI
470,2018,16,ARI,9.0,31.0,263.0,461.0,LAR,201816ARILAR
471,2018,16,LAR,31.0,9.0,461.0,263.0,ARI,201816LARARI
472,2018,16,SF,9.0,14.0,279.0,325.0,CHI,201816SFCHI
473,2018,16,CHI,14.0,9.0,325.0,279.0,SF,201816CHISF
474,2018,16,NO,31.0,28.0,370.0,429.0,PIT,201816NOPIT
475,2018,16,PIT,28.0,31.0,429.0,370.0,NO,201816PITNO
476,2018,16,SEA,38.0,31.0,464.0,419.0,KC,201816SEAKC
477,2018,16,KC,31.0,38.0,419.0,464.0,SEA,201816KCSEA
478,2018,16,LV,27.0,14.0,273.0,300.0,DEN,201816LVDEN
479,2018,16,DEN,14.0,27.0,300.0,273.0,LV,201816DENLV
480,2018,17,NYG,35.0,36.0,441.0,419.0,DAL,201817NYGDAL
481,2018,17,DAL,36.0,35.0,419.0,441.0,NYG,201817DALNYG
482,2018,17,HOU,20.0,3.0,342.0,119.0,JAX,201817HOUJAX
483,2018,17,JAX,3.0,20.0,119.0,342.0,HOU,201817JAXHOU
484,2018,17,TB,32.0,34.0,433.0,489.0,ATL,201817TBATL
485,2018,17,ATL,34.0,32.0,489.0,433.0,TB,201817ATLTB
486,2018,17,NE,38.0,3.0,375.0,239.0,NYJ,201817NENYJ
487,2018,17,NYJ,3.0,38.0,239.0,375.0,NE,201817NYJNE
488,2018,17,BUF,42.0,17.0,381.0,225.0,MIA,201817BUFMIA
489,2018,17,MIA,17.0,42.0,225.0,381.0,BUF,201817MIABUF
490,2018,17,NO,14.0,33.0,294.0,374.0,CAR,201817NOCAR
491,2018,17,CAR,33.0,14.0,374.0,294.0,NO,201817CARNO
492,2018,17,GB,0.0,31.0,175.0,402.0,DET,201817GBDET
493,2018,17,DET,31.0,0.0,402.0,175.0,GB,201817DETGB
494,2018,17,MIN,10.0,24.0,164.0,332.0,CHI,201817MINCHI
495,2018,17,CHI,24.0,10.0,332.0,164.0,MIN,201817CHIMIN
496,2018,17,KC,35.0,3.0,409.0,292.0,LV,201817KCLV
497,2018,17,LV,3.0,35.0,292.0,409.0,KC,201817LVKC
498,2018,17,SEA,27.0,24.0,291.0,198.0,ARI,201817SEAARI
499,2018,17,ARI,24.0,27.0,198.0,291.0,SEA,201817ARISEA
500,2018,17,WAS,0.0,24.0,89.0,360.0,PHI,201817WASPHI
501,2018,17,PHI,24.0,0.0,360.0,89.0,WAS,201817PHIWAS
502,2018,17,DEN,9.0,23.0,370.0,276.0,LAC,201817DENLAC
503,2018,17,LAC,23.0,9.0,276.0,370.0,DEN,201817LACDEN
504,2018,17,LAR,48.0,32.0,377.0,391.0,SF,201817LARSF
505,2018,17,SF,32.0,48.0,391.0,377.0,LAR,201817SFLAR
506,2018,17,PIT,16.0,13.0,343.0,196.0,CIN,201817PITCIN
507,2018,17,CIN,13.0,16.0,196.0,343.0,PIT,201817CINPIT
508,2018,17,BAL,26.0,24.0,463.0,426.0,CLE,201817BALCLE
509,2018,17,CLE,24.0,26.0,426.0,463.0,BAL,201817CLEBAL
510,2018,17,TEN,17.0,33.0,258.0,436.0,IND,201817TENIND
511,2018,17,IND,33.0,17.0,436.0,258.0,TEN,201817INDTEN
512,2019,1,CHI,3.0,10.0,254.0,213.0,GB,20191CHIGB
513,2019,1,GB,10.0,3.0,213.0,254.0,CHI,20191GBCHI
514,2019,1,MIN,28.0,12.0,269.0,345.0,ATL,20191MINATL
515,2019,1,ATL,12.0,28.0,345.0,269.0,MIN,20191ATLMIN
516,2019,1,NYJ,16.0,17.0,223.0,370.0,BUF,20191NYJBUF
517,2019,1,BUF,17.0,16.0,370.0,223.0,NYJ,20191BUFNYJ
518,2019,1,PHI,32.0,27.0,436.0,398.0,WAS,20191PHIWAS
519,2019,1,WAS,27.0,32.0,398.0,436.0,PHI,20191WASPHI
520,2019,1,CLE,13.0,43.0,346.0,339.0,TEN,20191CLETEN
521,2019,1,TEN,43.0,13.0,339.0,346.0,CLE,20191TENCLE
522,2019,1,CAR,27.0,30.0,343.0,349.0,LAR,20191CARLAR
523,2019,1,LAR,30.0,27.0,349.0,343.0,CAR,20191LARCAR
524,2019,1,JAX,26.0,40.0,428.0,491.0,KC,20191JAXKC
525,2019,1,KC,40.0,26.0,491.0,428.0,JAX,20191KCJAX
526,2019,1,MIA,10.0,59.0,200.0,643.0,BAL,20191MIABAL
527,2019,1,BAL,59.0,10.0,643.0,200.0,MIA,20191BALMIA
528,2019,1,SEA,21.0,20.0,232.0,429.0,CIN,20191SEACIN
529,2019,1,CIN,20.0,21.0,429.0,232.0,SEA,20191CINSEA
530,2019,1,LAC,30.0,24.0,435.0,376.0,IND,20191LACIND
531,2019,1,IND,24.0,30.0,376.0,435.0,LAC,20191INDLAC
532,2019,1,ARI,27.0,27.0,387.0,477.0,DET,20191ARIDET
533,2019,1,DET,27.0,27.0,477.0,387.0,ARI,20191DETARI
534,2019,1,DAL,35.0,17.0,494.0,470.0,NYG,20191DALNYG
535,2019,1,NYG,17.0,35.0,470.0,494.0,DAL,20191NYGDAL
536,2019,1,TB,17.0,31.0,295.0,256.0,SF,20191TBSF
537,2019,1,SF,31.0,17.0,256.0,295.0,TB,20191SFTB
538,2019,1,NE,33.0,3.0,465.0,308.0,PIT,20191NEPIT
539,2019,1,PIT,3.0,33.0,308.0,465.0,NE,20191PITNE
540,2019,1,NO,30.0,28.0,510.0,414.0,HOU,20191NOHOU
541,2019,1,HOU,28.0,30.0,414.0,510.0,NO,20191HOUNO
542,2019,1,LV,24.0,16.0,357.0,344.0,DEN,20191LVDEN
543,2019,1,DEN,16.0,24.0,344.0,357.0,LV,20191DENLV
544,2019,2,CAR,14.0,20.0,352.0,289.0,TB,20192CARTB
545,2019,2,TB,20.0,14.0,289.0,352.0,CAR,20192TBCAR
546,2019,2,BAL,23.0,17.0,440.0,349.0,ARI,20192BALARI
547,2019,2,ARI,17.0,23.0,349.0,440.0,BAL,20192ARIBAL
548,2019,2,WAS,21.0,31.0,255.0,474.0,DAL,20192WASDAL
549,2019,2,DAL,31.0,21.0,474.0,255.0,WAS,20192DALWAS
550,2019,2,PIT,26.0,28.0,261.0,425.0,SEA,20192PITSEA
551,2019,2,SEA,28.0,26.0,425.0,261.0,PIT,20192SEAPIT
552,2019,2,GB,21.0,16.0,335.0,421.0,MIN,20192GBMIN
553,2019,2,MIN,16.0,21.0,421.0,335.0,GB,20192MINGB
554,2019,2,HOU,13.0,12.0,263.0,281.0,JAX,20192HOUJAX
555,2019,2,JAX,12.0,13.0,281.0,263.0,HOU,20192JAXHOU
556,2019,2,CIN,17.0,41.0,316.0,571.0,SF,20192CINSF
557,2019,2,SF,41.0,17.0,571.0,316.0,CIN,20192SFCIN
558,2019,2,TEN,17.0,19.0,243.0,288.0,IND,20192TENIND
559,2019,2,IND,19.0,17.0,288.0,243.0,TEN,20192INDTEN
560,2019,2,MIA,0.0,43.0,184.0,379.0,NE,20192MIANE
561,2019,2,NE,43.0,0.0,379.0,184.0,MIA,20192NEMIA
562,2019,2,NYG,14.0,28.0,370.0,388.0,BUF,20192NYGBUF
563,2019,2,BUF,28.0,14.0,388.0,370.0,NYG,20192BUFNYG
564,2019,2,DET,13.0,10.0,339.0,424.0,LAC,20192DETLAC
565,2019,2,LAC,10.0,13.0,424.0,339.0,DET,20192LACDET
566,2019,2,LV,10.0,28.0,307.0,467.0,KC,20192LVKC
567,2019,2,KC,28.0,10.0,467.0,307.0,LV,20192KCLV
568,2019,2,DEN,14.0,16.0,372.0,273.0,CHI,20192DENCHI
569,2019,2,CHI,16.0,14.0,273.0,372.0,DEN,20192CHIDEN
570,2019,2,LAR,27.0,9.0,380.0,244.0,NO,20192LARNO
571,2019,2,NO,9.0,27.0,244.0,380.0,LAR,20192NOLAR
572,2019,2,ATL,24.0,20.0,367.0,286.0,PHI,20192ATLPHI
573,2019,2,PHI,20.0,24.0,286.0,367.0,ATL,20192PHIATL
574,2019,2,NYJ,3.0,23.0,262.0,375.0,CLE,20192NYJCLE
575,2019,2,CLE,23.0,3.0,375.0,262.0,NYJ,20192CLENYJ
576,2019,3,JAX,20.0,7.0,292.0,340.0,TEN,20193JAXTEN
577,2019,3,TEN,7.0,20.0,340.0,292.0,JAX,20193TENJAX
578,2019,3,IND,27.0,24.0,379.0,397.0,ATL,20193INDATL
579,2019,3,ATL,24.0,27.0,397.0,379.0,IND,20193ATLIND
580,2019,3,NE,30.0,14.0,381.0,105.0,NYJ,20193NENYJ
581,2019,3,NYJ,14.0,30.0,105.0,381.0,NE,20193NYJNE
582,2019,3,BUF,21.0,17.0,416.0,306.0,CIN,20193BUFCIN
583,2019,3,CIN,17.0,21.0,306.0,416.0,BUF,20193CINBUF
584,2019,3,GB,27.0,16.0,312.0,310.0,DEN,20193GBDEN
585,2019,3,DEN,16.0,27.0,310.0,312.0,GB,20193DENGB
586,2019,3,PHI,24.0,27.0,373.0,287.0,DET,20193PHIDET
587,2019,3,DET,27.0,24.0,287.0,373.0,PHI,20193DETPHI
588,2019,3,KC,33.0,28.0,503.0,452.0,BAL,20193KCBAL
589,2019,3,BAL,28.0,33.0,452.0,503.0,KC,20193BALKC
590,2019,3,MIN,34.0,14.0,385.0,302.0,LV,20193MINLV
591,2019,3,LV,14.0,34.0,302.0,385.0,MIN,20193LVMIN
592,2019,3,DAL,31.0,6.0,476.0,283.0,MIA,20193DALMIA
593,2019,3,MIA,6.0,31.0,283.0,476.0,DAL,20193MIADAL
594,2019,3,TB,31.0,32.0,499.0,384.0,NYG,20193TBNYG
595,2019,3,NYG,32.0,31.0,384.0,499.0,TB,20193NYGTB
596,2019,3,ARI,20.0,38.0,248.0,413.0,CAR,20193ARICAR
597,2019,3,CAR,38.0,20.0,413.0,248.0,ARI,20193CARARI
598,2019,3,SEA,27.0,33.0,514.0,265.0,NO,20193SEANO
599,2019,3,NO,33.0,27.0,265.0,514.0,SEA,20193NOSEA
600,2019,3,SF,24.0,20.0,436.0,239.0,PIT,20193SFPIT
601,2019,3,PIT,20.0,24.0,239.0,436.0,SF,20193PITSF
602,2019,3,LAC,20.0,27.0,366.0,376.0,HOU,20193LACHOU
603,2019,3,HOU,27.0,20.0,376.0,366.0,LAC,20193HOULAC
604,2019,3,CLE,13.0,20.0,270.0,344.0,LAR,20193CLELAR
605,2019,3,LAR,20.0,13.0,344.0,270.0,CLE,20193LARCLE
606,2019,3,WAS,15.0,31.0,356.0,298.0,CHI,20193WASCHI
607,2019,3,CHI,31.0,15.0,298.0,356.0,WAS,20193CHIWAS
608,2019,4,GB,27.0,34.0,491.0,336.0,PHI,20194GBPHI
609,2019,4,PHI,34.0,27.0,336.0,491.0,GB,20194PHIGB
610,2019,4,NYG,24.0,3.0,389.0,176.0,WAS,20194NYGWAS
611,2019,4,WAS,3.0,24.0,176.0,389.0,NYG,20194WASNYG
612,2019,4,HOU,10.0,16.0,264.0,297.0,CAR,20194HOUCAR
613,2019,4,CAR,16.0,10.0,297.0,264.0,HOU,20194CARHOU
614,2019,4,ATL,10.0,24.0,422.0,365.0,TEN,20194ATLTEN
615,2019,4,TEN,24.0,10.0,365.0,422.0,ATL,20194TENATL
616,2019,4,BUF,10.0,16.0,375.0,224.0,NE,20194BUFNE
617,2019,4,NE,16.0,10.0,224.0,375.0,BUF,20194NEBUF
618,2019,4,DET,30.0,34.0,447.0,438.0,KC,20194DETKC
619,2019,4,KC,34.0,30.0,438.0,447.0,DET,20194KCDET
620,2019,4,BAL,25.0,40.0,395.0,530.0,CLE,20194BALCLE
621,2019,4,CLE,40.0,25.0,530.0,395.0,BAL,20194CLEBAL
622,2019,4,IND,24.0,31.0,346.0,377.0,LV,20194INDLV
623,2019,4,LV,31.0,24.0,377.0,346.0,IND,20194LVIND
624,2019,4,MIA,10.0,30.0,233.0,390.0,LAC,20194MIALAC
625,2019,4,LAC,30.0,10.0,390.0,233.0,MIA,20194LACMIA
626,2019,4,LAR,40.0,55.0,518.0,464.0,TB,20194LARTB
627,2019,4,TB,55.0,40.0,464.0,518.0,LAR,20194TBLAR
628,2019,4,ARI,10.0,27.0,321.0,340.0,SEA,20194ARISEA
629,2019,4,SEA,27.0,10.0,340.0,321.0,ARI,20194SEAARI
630,2019,4,CHI,16.0,6.0,269.0,222.0,MIN,20194CHIMIN
631,2019,4,MIN,6.0,16.0,222.0,269.0,CHI,20194MINCHI
632,2019,4,DEN,24.0,26.0,371.0,455.0,JAX,20194DENJAX
633,2019,4,JAX,26.0,24.0,455.0,371.0,DEN,20194JAXDEN
634,2019,4,NO,12.0,10.0,266.0,257.0,DAL,20194NODAL
635,2019,4,DAL,10.0,12.0,257.0,266.0,NO,20194DALNO
636,2019,4,PIT,27.0,3.0,326.0,175.0,CIN,20194PITCIN
637,2019,4,CIN,3.0,27.0,175.0,326.0,PIT,20194CINPIT
638,2019,5,SEA,30.0,29.0,429.0,477.0,LAR,20195SEALAR
639,2019,5,LAR,29.0,30.0,477.0,429.0,SEA,20195LARSEA
640,2019,5,PHI,31.0,6.0,265.0,128.0,NYJ,20195PHINYJ
641,2019,5,NYJ,6.0,31.0,128.0,265.0,PHI,20195NYJPHI
642,2019,5,NYG,10.0,28.0,211.0,490.0,MIN,20195NYGMIN
643,2019,5,MIN,28.0,10.0,490.0,211.0,NYG,20195MINNYG
644,2019,5,HOU,53.0,32.0,592.0,373.0,ATL,20195HOUATL
645,2019,5,ATL,32.0,53.0,373.0,592.0,HOU,20195ATLHOU
646,2019,5,TEN,7.0,14.0,252.0,313.0,BUF,20195TENBUF
647,2019,5,BUF,14.0,7.0,313.0,252.0,TEN,20195BUFTEN
648,2019,5,PIT,23.0,26.0,269.0,277.0,BAL,20195PITBAL
649,2019,5,BAL,26.0,23.0,277.0,269.0,PIT,20195BALPIT
650,2019,5,CIN,23.0,26.0,370.0,514.0,ARI,20195CINARI
651,2019,5,ARI,26.0,23.0,514.0,370.0,CIN,20195ARICIN
652,2019,5,NO,31.0,24.0,457.0,252.0,TB,20195NOTB
653,2019,5,TB,24.0,31.0,252.0,457.0,NO,20195TBNO
654,2019,5,WAS,7.0,33.0,223.0,442.0,NE,20195WASNE
655,2019,5,NE,33.0,7.0,442.0,223.0,WAS,20195NEWAS
656,2019,5,CAR,34.0,27.0,445.0,507.0,JAX,20195CARJAX
657,2019,5,JAX,27.0,34.0,507.0,445.0,CAR,20195JAXCAR
658,2019,5,LV,24.0,21.0,398.0,236.0,CHI,20195LVCHI
659,2019,5,CHI,21.0,24.0,236.0,398.0,LV,20195CHILV
660,2019,5,LAC,13.0,20.0,246.0,350.0,DEN,20195LACDEN
661,2019,5,DEN,20.0,13.0,350.0,246.0,LAC,20195DENLAC
662,2019,5,DAL,24.0,34.0,563.0,335.0,GB,20195DALGB
663,2019,5,GB,34.0,24.0,335.0,563.0,DAL,20195GBDAL
664,2019,5,KC,13.0,19.0,324.0,331.0,IND,20195KCIND
665,2019,5,IND,19.0,13.0,331.0,324.0,KC,20195INDKC
666,2019,5,SF,31.0,3.0,446.0,180.0,CLE,20195SFCLE
667,2019,5,CLE,3.0,31.0,180.0,446.0,SF,20195CLESF
668,2019,6,NE,35.0,14.0,427.0,213.0,NYG,20196NENYG
669,2019,6,NYG,14.0,35.0,213.0,427.0,NE,20196NYGNE
670,2019,6,TB,26.0,37.0,407.0,268.0,CAR,20196TBCAR
671,2019,6,CAR,37.0,26.0,268.0,407.0,TB,20196CARTB
672,2019,6,MIA,16.0,17.0,271.0,311.0,WAS,20196MIAWAS
673,2019,6,WAS,17.0,16.0,311.0,271.0,MIA,20196WASMIA
674,2019,6,KC,24.0,31.0,309.0,472.0,HOU,20196KCHOU
675,2019,6,HOU,31.0,24.0,472.0,309.0,KC,20196HOUKC
676,2019,6,MIN,38.0,20.0,447.0,400.0,PHI,20196MINPHI
677,2019,6,PHI,20.0,38.0,400.0,447.0,MIN,20196PHIMIN
678,2019,6,BAL,23.0,17.0,497.0,250.0,CIN,20196BALCIN
679,2019,6,CIN,17.0,23.0,250.0,497.0,BAL,20196CINBAL
680,2019,6,JAX,6.0,13.0,226.0,326.0,NO,20196JAXNO
681,2019,6,NO,13.0,6.0,326.0,226.0,JAX,20196NOJAX
682,2019,6,CLE,28.0,32.0,406.0,454.0,SEA,20196CLESEA
683,2019,6,SEA,32.0,28.0,454.0,406.0,CLE,20196SEACLE
684,2019,6,LAR,7.0,20.0,157.0,331.0,SF,20196LARSF
685,2019,6,SF,20.0,7.0,331.0,157.0,LAR,20196SFLAR
686,2019,6,ARI,34.0,33.0,442.0,444.0,ATL,20196ARIATL
687,2019,6,ATL,33.0,34.0,444.0,442.0,ARI,20196ATLARI
688,2019,6,NYJ,24.0,22.0,382.0,399.0,DAL,20196NYJDAL
689,2019,6,DAL,22.0,24.0,399.0,382.0,NYJ,20196DALNYJ
690,2019,6,DEN,16.0,0.0,270.0,204.0,TEN,20196DENTEN
691,2019,6,TEN,0.0,16.0,204.0,270.0,DEN,20196TENDEN
692,2019,6,LAC,17.0,24.0,348.0,256.0,PIT,20196LACPIT
693,2019,6,PIT,24.0,17.0,256.0,348.0,LAC,20196PITLAC
694,2019,6,GB,23.0,22.0,447.0,299.0,DET,20196GBDET
695,2019,6,DET,22.0,23.0,299.0,447.0,GB,20196DETGB
696,2019,7,DEN,6.0,30.0,205.0,271.0,KC,20197DENKC
697,2019,7,KC,30.0,6.0,271.0,205.0,DEN,20197KCDEN
698,2019,7,WAS,0.0,9.0,154.0,283.0,SF,20197WASSF
699,2019,7,SF,9.0,0.0,283.0,154.0,WAS,20197SFWAS
700,2019,7,BUF,31.0,21.0,305.0,381.0,MIA,20197BUFMIA
701,2019,7,MIA,21.0,31.0,381.0,305.0,BUF,20197MIABUF
702,2019,7,DET,30.0,42.0,433.0,504.0,MIN,20197DETMIN
703,2019,7,MIN,42.0,30.0,504.0,433.0,DET,20197MINDET
704,2019,7,IND,30.0,23.0,383.0,391.0,HOU,20197INDHOU
705,2019,7,HOU,23.0,30.0,391.0,383.0,IND,20197HOUIND
706,2019,7,NYG,21.0,27.0,263.0,245.0,ARI,20197NYGARI
707,2019,7,ARI,27.0,21.0,245.0,263.0,NYG,20197ARINYG
708,2019,7,ATL,10.0,37.0,224.0,381.0,LAR,20197ATLLAR
709,2019,7,LAR,37.0,10.0,381.0,224.0,ATL,20197LARATL
710,2019,7,GB,42.0,24.0,481.0,484.0,LV,20197GBLV
711,2019,7,LV,24.0,42.0,484.0,481.0,GB,20197LVGB
712,2019,7,CIN,17.0,27.0,291.0,460.0,JAX,20197CINJAX
713,2019,7,JAX,27.0,17.0,460.0,291.0,CIN,20197JAXCIN
714,2019,7,TEN,23.0,20.0,403.0,365.0,LAC,20197TENLAC
715,2019,7,LAC,20.0,23.0,365.0,403.0,TEN,20197LACTEN
716,2019,7,CHI,25.0,36.0,252.0,424.0,NO,20197CHINO
717,2019,7,NO,36.0,25.0,424.0,252.0,CHI,20197NOCHI
718,2019,7,SEA,16.0,30.0,347.0,340.0,BAL,20197SEABAL
719,2019,7,BAL,30.0,16.0,340.0,347.0,SEA,20197BALSEA
720,2019,7,DAL,37.0,10.0,402.0,283.0,PHI,20197DALPHI
721,2019,7,PHI,10.0,37.0,283.0,402.0,DAL,20197PHIDAL
722,2019,7,NYJ,0.0,33.0,154.0,323.0,NE,20197NYJNE
723,2019,7,NE,33.0,0.0,323.0,154.0,NYJ,20197NENYJ
724,2019,8,MIN,19.0,9.0,434.0,216.0,WAS,20198MINWAS
